pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
862,obstagoon,Blocking Pokémon,VIII,dark,normal,2,93,90,101,60,81,95,520,1.6,46.0,260,reckless,guts,defiant,gray,upright,,medium,ground,False,False,False,45,50,15,4,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,True,18.0,0.89,191,141,245,275,50% Male / 50% Female,Strong (500-599)
863,perrserker,Viking Pokémon,VIII,steel,,1,70,110,100,50,60,50,440,0.8,28.0,154,battle-armor,tough-claws,steely-spirit,brown,upright,,medium,ground,False,False,False,90,50,20,4,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,False,43.7,1.1,210,110,210,230,50% Male / 50% Female,Average (400-499)
864,cursola,Coral Pokémon,VIII,ghost,,1,60,95,50,145,130,30,510,1.0,0.4,179,weak-armor,,perish-body,white,arms,,fast,"water1, water3",False,False,False,30,50,20,6,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,False,0.4,1.9,145,275,270,240,25% Male / 75% Female,Strong (500-599)
865,sirfetchd,Wild Duck Pokémon,VIII,fighting,,1,62,135,95,68,82,65,507,0.8,117.0,177,steadfast,,scrappy,white,wings,,medium,"flying, ground",False,False,False,45,50,20,4,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,False,182.8,1.42,230,150,268,239,50% Male / 50% Female,Strong (500-599)
866,mr-rime,Comedian Pokémon,VIII,ice,psychic,2,80,85,75,110,100,70,520,1.5,58.2,182,tangled-feet,screen-cleaner,ice-body,purple,humanoid,,medium,humanshape,False,False,False,45,50,25,4,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,True,25.9,1.13,160,210,265,255,50% Male / 50% Female,Strong (500-599)
867,runerigus,Grudge Pokémon,VIII,ground,ghost,2,58,95,145,50,105,30,483,1.6,66.6,169,wandering-spirit,,,gray,blob,,medium,"mineral, indeterminate",False,False,False,90,50,25,4,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,True,26.0,0.66,240,155,175,308,50% Male / 50% Female,Average (400-499)
868,milcery,Cream Pokémon,VIII,fairy,,1,45,40,40,50,61,34,270,0.2,0.3,54,sweet-veil,,aroma-veil,white,ball,,medium,"fairy, indeterminate",False,False,False,200,50,20,8,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,False,7.5,1.0,80,111,124,146,Always Female,Weak (<300)
869,alcremie,Cream Pokémon,VIII,fairy,,1,65,60,75,110,121,64,495,0.3,0.5,173,sweet-veil,,aroma-veil,white,blob,,medium,"fairy, indeterminate",False,False,False,100,50,20,8,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,False,5.6,0.8,135,231,234,261,Always Female,Average (400-499)
870,falinks,Formation Pokémon,VIII,fighting,,1,65,100,100,70,60,75,470,3.0,62.0,165,battle-armor,,defiant,yellow,heads,,medium,"fairy, mineral",False,False,False,45,50,25,-1,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,False,6.9,1.0,200,130,245,225,Genderless,Average (400-499)
871,pincurchin,Sea Urchin Pokémon,VIII,electric,,1,48,101,95,91,85,15,435,0.3,1.0,152,lightning-rod,,electric-surge,purple,tentacles,,medium,"water1, indeterminate",False,False,False,75,50,20,4,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,False,11.1,1.06,196,176,207,228,50% Male / 50% Female,Average (400-499)
872,snom,Worm Pokémon,VIII,ice,bug,2,30,25,35,45,30,20,185,0.3,3.8,37,shield-dust,,ice-scales,white,squiggle,,medium,bug,False,False,False,190,50,20,4,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,True,42.2,0.71,60,75,90,95,50% Male / 50% Female,Weak (<300)
873,frosmoth,Frost Moth Pokémon,VIII,ice,bug,2,70,65,60,125,90,65,475,1.3,42.0,166,shield-dust,,ice-scales,white,bug-wings,,medium,bug,False,False,False,75,50,20,4,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,True,24.9,1.08,125,215,255,220,50% Male / 50% Female,Average (400-499)
874,stonjourner,Big Rock Pokémon,VIII,rock,,1,100,125,135,20,20,70,470,2.5,520.0,165,power-spot,,,gray,legs,,slow,mineral,False,False,False,60,50,25,4,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,False,83.2,0.93,260,40,215,255,50% Male / 50% Female,Average (400-499)
875,eiscue-ice,Penguin Pokémon,VIII,ice,,1,75,80,110,65,90,50,470,1.4,89.0,165,ice-face,,,blue,upright,,slow,"water1, ground",False,False,False,60,50,25,4,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,False,45.4,0.73,190,155,195,275,50% Male / 50% Female,Average (400-499)
876,indeedee-male,Emotion Pokémon,VIII,psychic,normal,2,60,65,55,105,95,95,475,0.9,28.0,166,inner-focus,synchronize,psychic-surge,purple,upright,,fast,fairy,False,False,False,30,140,40,4,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,True,34.6,1.18,120,200,265,210,50% Male / 50% Female,Average (400-499)
877,morpeko-full-belly,Two-Sided Pokémon,VIII,electric,dark,2,58,95,58,70,58,97,436,0.3,3.0,153,hunger-switch,,,yellow,humanoid,,medium,"ground, fairy",False,False,False,180,50,10,4,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,True,33.3,1.64,153,128,262,174,50% Male / 50% Female,Average (400-499)
878,cufant,Copperderm Pokémon,VIII,steel,,1,72,80,49,40,49,40,330,1.2,100.0,66,sheer-force,,heavy-metal,yellow,quadruped,,medium,"ground, mineral",False,False,False,190,50,25,4,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,False,69.4,1.63,129,89,160,170,50% Male / 50% Female,Below Average (300-399)
879,copperajah,Copperderm Pokémon,VIII,steel,,1,122,130,69,80,69,30,500,3.0,650.0,175,sheer-force,,heavy-metal,green,quadruped,,medium,"ground, mineral",False,False,False,90,50,25,4,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,False,72.2,1.88,199,149,240,260,50% Male / 50% Female,Strong (500-599)
880,dracozolt,Fossil Pokémon,VIII,electric,dragon,2,90,100,90,80,70,75,505,1.8,190.0,177,volt-absorb,hustle,sand-rush,green,upright,,slow,no-eggs,False,False,False,45,50,35,-1,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,True,58.6,1.11,190,150,255,250,Genderless,Strong (500-599)
881,arctozolt,Fossil Pokémon,VIII,electric,ice,2,90,100,90,90,80,55,505,2.3,150.0,177,volt-absorb,static,slush-rush,blue,upright,,slow,no-eggs,False,False,False,45,50,35,-1,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,True,28.4,1.11,190,170,245,260,Genderless,Strong (500-599)
882,dracovish,Fossil Pokémon,VIII,water,dragon,2,90,90,100,70,80,75,505,2.3,215.0,177,water-absorb,strong-jaw,sand-rush,green,legs,,slow,no-eggs,False,False,False,45,50,35,-1,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,True,40.6,0.9,190,150,235,270,Genderless,Strong (500-599)
883,arctovish,Fossil Pokémon,VIII,water,ice,2,90,90,100,80,90,55,505,2.0,175.0,177,water-absorb,ice-body,slush-rush,blue,fish,,slow,no-eggs,False,False,False,45,50,35,-1,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,True,43.8,0.9,190,170,225,280,Genderless,Strong (500-599)
884,duraludon,Alloy Pokémon,VIII,steel,dragon,2,70,95,115,120,50,85,535,1.8,40.0,187,light-metal,heavy-metal,stalwart,white,upright,,medium,"mineral, dragon",False,False,False,45,50,30,4,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,True,12.3,0.83,210,170,300,235,50% Male / 50% Female,Strong (500-599)
885,dreepy,Lingering Pokémon,VIII,dragon,ghost,2,28,60,30,40,30,82,270,0.5,2.0,54,clear-body,infiltrator,cursed-body,green,squiggle,,slow,"indeterminate, dragon",False,False,False,45,50,40,4,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,True,8.0,2.0,90,70,182,88,50% Male / 50% Female,Weak (<300)
886,drakloak,Caretaker Pokémon,VIII,dragon,ghost,2,68,80,50,60,50,102,410,1.4,11.0,144,clear-body,infiltrator,cursed-body,green,arms,,slow,"indeterminate, dragon",False,False,False,45,50,40,4,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,True,5.6,1.6,130,110,242,168,50% Male / 50% Female,Average (400-499)
887,dragapult,Stealth Pokémon,VIII,dragon,ghost,2,88,120,75,100,75,142,600,3.0,50.0,300,clear-body,infiltrator,cursed-body,green,upright,,slow,"indeterminate, dragon",False,False,False,45,50,40,4,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,True,5.6,1.6,195,175,362,238,50% Male / 50% Female,Legendary/Pseudo (600+)
888,zacian,Warrior Pokémon,VIII,fairy,,1,92,120,115,80,115,138,660,2.8,110.0,335,intrepid-sword,,,blue,quadruped,,slow,no-eggs,True,False,False,10,0,120,-1,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,False,14.0,1.04,235,195,338,322,Genderless,Legendary/Pseudo (600+)
889,zamazenta,Warrior Pokémon,VIII,fighting,,1,92,120,115,80,115,138,660,2.9,210.0,335,dauntless-shield,,,red,quadruped,,slow,no-eggs,True,False,False,10,0,120,-1,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,False,25.0,1.04,235,195,338,322,Genderless,Legendary/Pseudo (600+)
890,eternatus,Gigantic Pokémon,VIII,poison,dragon,2,140,85,95,145,95,130,690,20.0,950.0,345,pressure,,,purple,wings,,slow,no-eggs,True,False,False,255,0,120,-1,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,True,2.4,0.89,180,240,360,330,Genderless,Legendary/Pseudo (600+)
891,kubfu,Wushu Pokémon,VIII,fighting,,1,60,90,60,53,50,72,385,0.6,12.0,77,inner-focus,,,gray,upright,,slow,no-eggs,True,False,False,3,50,120,1,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,False,33.3,1.5,150,103,215,170,88% Male / 12% Female,Below Average (300-399)
892,urshifu-single-strike,Wushu Pokémon,VIII,fighting,dark,2,100,130,100,63,60,97,550,1.9,105.0,275,unseen-fist,,,gray,humanoid,,slow,no-eggs,True,False,False,3,50,120,1,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,True,29.1,1.3,230,123,290,260,88% Male / 12% Female,Strong (500-599)
893,zarude,Rogue Monkey Pokémon,VIII,dark,grass,2,105,120,105,70,95,105,600,1.8,70.0,300,leaf-guard,,,green,upright,,slow,no-eggs,False,True,False,3,0,120,-1,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,True,21.6,1.14,225,165,295,305,Genderless,Legendary/Pseudo (600+)
894,regieleki,Electron Pokémon,VIII,electric,,1,80,100,50,100,50,200,580,1.2,145.0,290,transistor,,,yellow,humanoid,,slow,no-eggs,True,False,False,3,35,120,-1,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,False,100.7,2.0,150,150,400,180,Genderless,Strong (500-599)
895,regidrago,Dragon Orb Pokémon,VIII,dragon,,1,200,100,50,100,50,80,580,2.1,200.0,290,dragons-maw,,,green,humanoid,,slow,no-eggs,True,False,False,3,35,120,-1,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,False,45.4,2.0,150,150,280,300,Genderless,Strong (500-599)
896,glastrier,Wild Horse Pokémon,VIII,ice,,1,100,145,130,65,110,30,580,2.2,800.0,290,chilling-neigh,,,white,quadruped,,slow,no-eggs,True,False,False,3,35,120,-1,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,False,165.3,1.12,275,175,240,340,Genderless,Strong (500-599)
897,spectrier,Swift Horse Pokémon,VIII,ghost,,1,100,65,60,145,80,130,580,2.0,44.5,290,grim-neigh,,,black,quadruped,,slow,no-eggs,True,False,False,3,35,120,-1,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,False,11.1,1.08,125,225,340,240,Genderless,Strong (500-599)
898,calyrex,King Pokémon,VIII,psychic,grass,2,100,80,80,80,80,80,500,1.1,7.7,250,unnerve,,,green,humanoid,,slow,no-eggs,True,False,False,3,100,120,-1,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,True,6.4,1.0,160,160,240,260,Genderless,Strong (500-599)
899,wyrdeer,Big Horn Pokémon,VIII,normal,psychic,2,103,105,72,105,75,65,525,1.8,95.1,263,intimidate,frisk,sap-sipper,gray,quadruped,,slow,ground,False,False,False,135,50,20,4,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,True,29.4,1.46,177,180,275,250,50% Male / 50% Female,Strong (500-599)
900,kleavor,Axe Pokémon,VIII,bug,rock,2,70,135,95,45,70,85,500,1.8,89.0,175,swarm,sheer-force,sharpness,brown,bug-wings,,medium,bug,False,False,False,115,50,20,4,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,True,27.5,1.42,230,115,265,235,50% Male / 50% Female,Strong (500-599)
901,ursaluna,Peat Pokémon,VIII,ground,normal,2,130,140,105,45,80,50,550,2.4,290.0,275,guts,bulletproof,unnerve,brown,quadruped,,medium,ground,False,False,False,75,50,20,4,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,True,50.3,1.33,245,125,235,315,50% Male / 50% Female,Strong (500-599)
902,basculegion-male,Big Fish Pokémon,VIII,water,ghost,2,120,112,65,80,75,78,530,3.0,110.0,265,swift-swim,adaptability,mold-breaker,green,fish,,medium,water2,False,False,False,135,50,20,4,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,True,12.2,1.72,177,155,270,260,50% Male / 50% Female,Strong (500-599)
903,sneasler,Free Climb Pokémon,VIII,fighting,poison,2,80,130,60,40,80,120,510,1.3,43.0,102,pressure,unburden,poison-touch,gray,upright,,medium-slow,ground,False,False,False,135,50,20,4,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,True,25.4,2.17,190,120,290,220,50% Male / 50% Female,Strong (500-599)
904,overqwil,Pin Cluster Pokémon,VIII,dark,poison,2,85,115,95,65,65,85,510,2.5,60.5,179,poison-point,swift-swim,intimidate,black,fish,,medium,water2,False,False,False,135,50,20,4,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,True,9.7,1.21,210,130,265,245,50% Male / 50% Female,Strong (500-599)
905,enamorus-incarnate,Love-Hate Pokémon,VIII,fairy,flying,2,74,115,70,135,80,106,580,1.6,48.0,116,cute-charm,,contrary,pink,arms,,slow,no-eggs,True,False,False,3,50,20,8,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,True,18.7,1.64,185,215,356,224,Always Female,Strong (500-599)
906,sprigatito,Grass Cat Pokémon,IX,grass,,1,40,61,54,45,45,65,310,0.4,4.1,62,overgrow,,protean,green,quadruped,,medium-slow,"ground, plant",False,False,False,45,50,20,1,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,False,25.6,1.13,115,90,171,139,88% Male / 12% Female,Below Average (300-399)
907,floragato,Grass Cat Pokémon,IX,grass,,1,61,80,63,60,63,83,410,0.9,12.2,144,overgrow,,protean,green,upright,,medium-slow,"ground, plant",False,False,False,45,50,20,1,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,False,15.1,1.27,143,123,223,187,88% Male / 12% Female,Average (400-499)
908,meowscarada,Magician Pokémon,IX,grass,dark,2,76,110,70,81,70,123,530,1.5,31.2,265,overgrow,,protean,green,upright,,medium-slow,"ground, plant",False,False,False,45,50,20,1,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,True,13.9,1.57,180,151,314,216,88% Male / 12% Female,Strong (500-599)
909,fuecoco,Fire Croc Pokémon,IX,fire,,1,67,45,59,63,40,36,310,0.4,9.8,62,blaze,,unaware,red,upright,,medium-slow,ground,False,False,False,45,50,20,1,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,False,61.2,0.76,104,103,144,166,88% Male / 12% Female,Below Average (300-399)
910,crocalor,Fire Croc Pokémon,IX,fire,,1,81,55,78,90,58,49,411,1.0,30.7,144,blaze,,unaware,red,upright,,medium-slow,ground,False,False,False,45,50,20,1,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,False,30.7,0.71,133,148,194,217,88% Male / 12% Female,Average (400-499)
911,skeledirge,Singer Pokémon,IX,fire,ghost,2,104,75,100,110,75,66,530,1.6,326.5,265,blaze,,unaware,red,quadruped,,medium-slow,ground,False,False,False,45,50,20,1,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,True,127.5,0.75,175,185,251,279,88% Male / 12% Female,Strong (500-599)
912,quaxly,Duckling Pokémon,IX,water,,1,55,65,45,50,45,50,310,0.5,6.1,62,torrent,,moxie,white,upright,,medium-slow,"flying, water1",False,False,False,45,50,20,1,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,False,24.4,1.44,110,95,165,145,88% Male / 12% Female,Below Average (300-399)
913,quaxwell,Practicing Pokémon,IX,water,,1,70,85,65,65,60,65,410,1.2,21.5,144,torrent,,moxie,blue,upright,,medium-slow,"flying, water1",False,False,False,45,50,20,1,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,False,14.9,1.31,150,125,215,195,88% Male / 12% Female,Average (400-499)
914,quaquaval,Dancer Pokémon,IX,water,fighting,2,85,120,80,85,75,85,530,1.8,61.9,265,torrent,,moxie,blue,upright,,medium-slow,"flying, water1",False,False,False,45,50,20,1,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,True,19.1,1.5,200,160,290,240,88% Male / 12% Female,Strong (500-599)
915,lechonk,Hog Pokémon,IX,normal,,1,54,45,40,35,45,35,254,0.5,10.2,51,aroma-veil,gluttony,thick-fat,gray,quadruped,,medium,ground,False,False,False,255,50,15,4,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,False,40.8,1.12,85,80,115,139,50% Male / 50% Female,Weak (<300)
916,oinkologne-male,Hog Pokémon,IX,normal,,1,110,100,75,59,80,65,489,1.0,120.0,171,lingering-aroma,gluttony,thick-fat,gray,quadruped,,medium,ground,False,False,False,100,50,15,0,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,False,120.0,1.33,175,139,224,265,Always Male,Average (400-499)
917,tarountula,String Ball Pokémon,IX,bug,,1,35,41,45,29,40,20,210,0.3,4.0,42,insomnia,,stakeout,white,armor,,slow-then-very-fast,bug,False,False,False,255,50,15,4,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,False,44.4,0.91,86,69,90,120,50% Male / 50% Female,Weak (<300)
918,spidops,Trap Pokémon,IX,bug,,1,60,79,92,52,86,35,404,1.0,16.5,141,insomnia,,stakeout,green,armor,,slow-then-very-fast,bug,False,False,False,120,50,15,4,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,False,16.5,0.86,171,138,166,238,50% Male / 50% Female,Average (400-499)
919,nymble,Grasshopper Pokémon,IX,bug,,1,33,46,40,21,25,45,210,0.2,1.0,42,swarm,,tinted-lens,gray,armor,,medium,bug,False,False,False,190,20,20,4,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,False,25.0,1.15,86,46,112,98,50% Male / 50% Female,Weak (<300)
920,lokix,Grasshopper Pokémon,IX,bug,dark,2,71,102,78,52,55,92,450,1.0,17.5,158,swarm,,tinted-lens,gray,humanoid,,medium,bug,False,False,False,30,0,20,4,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,True,17.5,1.31,180,107,246,204,50% Male / 50% Female,Average (400-499)
921,pawmi,Mouse Pokémon,IX,electric,,1,45,50,20,40,25,60,240,0.3,2.5,48,static,natural-cure,iron-fist,yellow,quadruped,,medium,ground,False,False,False,190,50,15,4,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,False,27.8,2.5,70,65,150,90,50% Male / 50% Female,Weak (<300)
922,pawmo,Mouse Pokémon,IX,electric,fighting,2,60,75,40,50,40,85,350,0.4,6.5,123,volt-absorb,natural-cure,iron-fist,yellow,upright,,medium,ground,False,False,False,80,50,15,4,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,True,40.6,1.88,115,90,210,140,50% Male / 50% Female,Below Average (300-399)
923,pawmot,Hands-On Pokémon,IX,electric,fighting,2,70,115,70,70,60,105,490,0.9,41.0,245,volt-absorb,natural-cure,iron-fist,yellow,upright,,medium,ground,False,False,False,45,50,15,4,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,True,50.6,1.64,185,130,290,200,50% Male / 50% Female,Average (400-499)
